place,child_lat,child_lon,current_name,type,parent_node,parent_lat,parent_lon,is_single,creation_date,comment,oblast,
Криве Озеро Миколаївської обл.,47.9471775,30.34066189999999,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-08-04 00:00:00,,Трансністрія (Одеська),
Саврань Одеської обл.,48.1351158,30.077048,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-08-01 00:00:00,,Трансністрія (Одеська),
Березівка Одеської обл.,47.20382679999999,30.9163475,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-07-11 00:00:00,,Трансністрія (Одеська),
Сімферополь,44.952117,34.102417,,oblast,Дніпро,48.464717,35.046183,FALSE,1941-11-01 00:00:00,,Крим,
Ялта,44.4909462,34.1532687,,raion,Сімферополь,44.952117,34.102417,FALSE,1941-11-01 00:00:00,,Крим,
Алушта,44.67638300000001,34.41005,,raion,Сімферополь,44.952117,34.102417,FALSE,1941-11-01 00:00:00,,Крим,
Джанкой,45.7089869,34.3874785,,raion,Сімферополь,44.952117,34.102417,FALSE,1941-11-01 00:00:00,,Крим,
Бахчисарай,44.746091,33.8615643,,raion,Сімферополь,44.952117,34.102417,FALSE,1941-11-01 00:00:00,,Крим,
Ворошиловград,48.574041,39.307815,Луганськ,"oblast, okruga",Дніпро,48.464717,35.046183,FALSE,1942-10-01 00:00:00,,Луганська,
Ровеньки,48.0823858,39.3699771,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,"На даний час неможливо визначити, якого рівня були осередки в містах Луганської області. 
Тому пропоную на карті позначати їх як райони, а в інформаційній довідці давати роз'яснення, що до чого",Луганська,
Свердловськ,48.0764807,39.6707123,Довжанськ,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Попасна,48.6282422,38.3727153,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Успенка,48.3909972,39.1524916,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Лисичанськ,48.9066145,38.4433606,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Сватове,49.4154809,38.156889,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Старобільськ,49.2736853,38.9255483,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Слов'яносербськ,48.6977477,38.9766469,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Ворошиловськ,48.4713393,38.8134406,Алчевськ,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Лозно-Олександрівка,49.8398367,38.7382517,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Біловодськ,49.2088023,39.5896987,,oseredok,Луганськ,48.574041,39.307815,FALSE,1942-10-01 00:00:00,,Луганська,
Луцька,50.75955,25.35384,Луцьк,okruga,Волинська,50.75955,25.35384,FALSE,1942-01-01 00:00:00,"Влітку 1941 р. змінила назву на Волинський обласний провід ОУН. Луцька округа поділялася на райони ОУН: м. Луцьк, Луцький, Теремнівський, Торчинський, Сенкевичівський, Рожищенський, Ківерцівський, Олицький, Острожецький, Колківський, Цуманський",Волинська,
"Володимирсько-Горохівська (№ 37, ""Січ-Степ"")",50.85846,24.31093,Володимир-Волинський,okruga,Волинська,50.75955,25.35384,FALSE,1942-01-01 00:00:00,"Входила до складу Волинського обласного проводу ОУН. Поділялася на райони: Кисилинський № 1, Локачинський № 2, Горохівський № 3, м. Горохів № 4, Берестечківський № 5, Іваничівський № 6, Володимирський № 7, м. Володимир № 8, Устилузький № 9, Вербський № 10, Центральний № 11",Волинська,
"Ковельська (""Говерла"", ""Крим-Кавказ"")",51.21389,24.70197,Ковель,okruga,Волинська,50.75955,25.35384,FALSE,1942-01-01 00:00:00,"Входила до складу Волинського обласного проводу ОУН. Поділялася на райони: Ковельський, Голобський, Седлищанський, Турійський, Любомльський, Головненський, Заболоттівський, Шацький)",Волинська,
Волинська,50.75955,25.35384,Луцьк,oblast,Крайовий провід ОУН на ПЗУЗ,,,TRUE,1940-10-01 00:00:00,Волинська обласна екзекутива ОУН створена у жовтні 1940 р. Входила до складу Крайового проводу ОУН на ПЗУЗ,Волинська,
м. Луцьк,50.75955,25.35384,Луцьк,raion,Луцький надрайон,50.75955,25.35384,FALSE,1/1/1942 00:00,,Волинська,
Луцький,50.79825,25.26265,Княгинінок,raion,Луцький надрайон,50.75955,25.35384,FALSE,1942-01-01 00:00:00,,Волинська,
Теремнівський,50.75907,25.36644,Луцьк,raion,Теремнівський надрайон,50.75907,25.36644,FALSE,1942-01-01 00:00:00,,Волинська,
Торчинський,50.76473,24.99606,Торчин,raion,Луцький надрайон,50.75955,25.35384,FALSE,1942-01-01 00:00:00,,Волинська,
Сенкевичівський,50.53116,25.03309,Сенкевичівка,raion,Луцький надрайон,50.75955,25.35384,FALSE,1942-01-01 00:00:00,,Волинська,
Рожищенський,50.90977,25.26059,Рожище,raion,Теремнівський надрайон,50.75907,25.36644,FALSE,1942-01-01 00:00:00,,Волинська,
Ківерцівський,50.83380,25.45757,Ківерці,raion,Теремнівський надрайон,50.75907,25.36644,FALSE,1942-01-01 00:00:00,,Волинська,
"Олицький (""Проруб"")",50.71957,25.81124,Олика,raion,Теремнівський надрайон,50.75907,25.36644,FALSE,1942-01-01 00:00:00,,Волинська,
Острожецький,50.67733,25.54610,Острожець,raion,Теремнівський надрайон,50.75907,25.36644,FALSE,1/1/1942 00:00,,Рівненська,
Колківський,51.09986,25.66937,Колки,raion,Теремнівський надрайон,50.75907,25.36644,FALSE,1/1/1942 00:00,,Волинська,
Цуманський,50.83216,25.88694,Цумань,raion,Теремнівський надрайон,50.75907,25.36644,FALSE,1/1/1942 00:00,,Волинська,
Кисилинський № 1,50.85453,24.80402,Кисилин,raion,Горохівський надрайон,50.50155,24.75848,FALSE,1/1/1942 00:00,,Волинська,
Локачинський № 2,50.73959,24.63649,Локачі,raion,Горохівський надрайон,50.50155,24.75848,FALSE,1/1/1942 00:00,,Волинська,
Горохівський № 3,50.50155,24.75848,Горохів,raion,Горохівський надрайон,50.50155,24.75848,FALSE,1/1/1942 00:00,,Волинська,
м. Горохів № 4,50.50155,24.75848,Горохів,raion,Горохівський надрайон,50.50155,24.75848,FALSE,1/1/1942 00:00,,Волинська,
Берестечківський № 5,50.36250,25.11093,Берестечко,raion,Горохівський надрайон,50.50155,24.75848,FALSE,1/1/1942 00:00,,Волинська,
Іваничівський № 6,50.64904,24.35392,Іваничі,raion,Горохівський надрайон,50.50155,24.75848,FALSE,1/1/1942 00:00,,Волинська,
Володимирський № 7,50.85846,24.31093,Володимир-Волинський,raion,Володимирський надрайон,50.85846,24.31093,FALSE,1/1/1942 00:00,,Волинська,
м. Володимир № 8,50.85846,24.31093,Володимир-Волинський,raion,Володимирський надрайон,50.85846,24.31093,FALSE,1/1/1942 00:00,,Волинська,
Устилузький № 9,50.86464,24.15617,Устилуг,raion,Володимирський надрайон,50.85846,24.31093,FALSE,1/1/1942 00:00,,Волинська,
Вербський № 10,50.93096,24.34852,Верба,raion,Володимирський надрайон,50.85846,24.31093,FALSE,1/1/1942 00:00,,Волинська,
Центральний № 11,50.67071,24.60315,Новий Загорів,raion,Володимирський надрайон,50.85846,24.31093,FALSE,1/1/1942 00:00,,Волинська,
Ковельський,51.21389,24.70197,Ковель,raion,Ковельський надрайон,51.21389,24.70197,FALSE,1/1/1942 00:00,,Волинська,
м. Ковель,51.21389,24.70197,Ковель,raion,Ковельський надрайон,51.21389,24.70197,FALSE,1/1/1942 00:00,,Волинська,
Голобський,51.08660,25.00569,Голоби,raion,Ковельський надрайон,51.21389,24.70197,FALSE,1/1/1942 00:00,,Волинська,
"Седлищенський (""Десна"")",51.67469,25.38053,Седлище,raion,Камінь-Каширський надрайон,51.62056,24.96960,FALSE,1/1/1942 00:00,,Волинська,
"Турійський (""Д"")",51.09097,24.52215,Турійськ,raion,Ковельський надрайон,51.21389,24.70197,FALSE,1/1/1942 00:00,,Волинська,
"Любомльський (""Росток"")",51.22617,24.02608,Любомль,raion,Любомльський надрайон,51.22617,24.02608,FALSE,1/1/1942 00:00,,Волинська,
"Головненський (""Дочан"")",51.33427,24.06090,Головне,raion,Любомльський надрайон,51.22617,24.02608,FALSE,1/1/1942 00:00,,Волинська,
"Заболоттівський (""Карлик"")",51.63229,24.24295,Заболоття,raion,Любомльський надрайон,51.22617,24.02608,FALSE,1/1/1942 00:00,,Волинська,
"Шацький (""Ринок"")",51.49682,23.92947,Шацьк,raion,Любомльський надрайон,51.22617,24.02608,FALSE,1/1/1942 00:00,,Волинська,
Поліська,51.01814,26.16642,Малий Стидин,oblast,Крайовий провід ОУН на ПЗУЗ,,,TRUE,1/1/1942 00:00,Входила до складу Крайового проводу ОУН на ПЗУЗ,Рівненська,
"Берестейська (""Лиман"")",51.71886,24.78741,Хотешів,okruga,Поліська,51.01814,26.16642,FALSE,1/1/1942 00:00,,Брестська (Білорусь),
Берестейський,52.08617,23.67954,Брест,raion,"Берестейська (""Лиман"")",51.71886,24.78741,FALSE,1/1/1942 00:00,,Брестська (Білорусь),
Дивинський,51.95493,24.57983,Дивин,raion,"Берестейська (""Лиман"")",51.71886,24.78741,FALSE,1/1/1942 00:00,,Брестська (Білорусь),
Кобринський,52.21181,24.35363,Кобрин,raion,"Берестейська (""Лиман"")",51.71886,24.78741,FALSE,1/1/1942 00:00,,Брестська (Білорусь),
"Ратнівський (""Очаків"")",51.66901,24.53193,Ратне,raion,Камінь-Каширський надрайон,51.71886,24.96960,FALSE,1/1/1942 00:00,,Волинська,
"Камінь-Каширський (""К-К"")",51.62056,24.96960,Камінь-Каширський,raion,Камінь-Каширський надрайон,51.62056,24.96960,FALSE,1/1/1942 00:00,,Волинська,
Любешівський,51.76238,25.48821,Любешів,raion,"Берестейська (""Лиман"")",51.71886,24.78741,FALSE,1/1/1942 00:00,,Волинська,
"Столинська (""Гало"")",51.73149,26.65026,Висоцьк,okruga,Поліська,51.01814,26.16642,FALSE,1/1/1942 00:00,,Рівненська,
Висоцький,51.73149,26.65026,Висоцьк,raion,"Столинська (""Гало"")",51.73149,26.65026,FALSE,1/1/1942 00:00,,Рівненська,
Столинський,51.88588,26.82967,Столин,raion,"Столинська (""Гало"")",51.73149,26.65026,FALSE,1/1/1942 00:00,,Брестська (Білорусь),
Давид-Городоцький,52.05806,27.21881,Давид-Городок,raion,"Столинська (""Гало"")",51.73149,26.65026,FALSE,1/1/1942 00:00,,Брестська (Білорусь),
"Пінська (""Болото"")",52.12121,26.07166,Пінськ,okruga,Поліський,51.01814,26.16642,FALSE,1/1/1942 00:00,,Брестська (Білорусь),
Пінський,52.12121,26.07166,Пінськ,raion,"Пінська (""Болото"")",51.01814,26.16642,FALSE,8/24/1943 0:00,,Брестська (Білорусь),
Івановський,52.14530,25.52124,Іванове,raion,"Пінська (""Болото"")",51.01814,26.16642,FALSE,8/24/1943 0:00,,Брестська (Білорусь),
Морочненський,51.84298,25.92790,Морочне,raion,"Пінська (""Болото"")",51.01814,26.16642,FALSE,8/24/1943 0:00,,Брестська (Білорусь),
Логишинський,52.33751,25.98451,Логишин,raion,"Пінська (""Болото"")",51.01814,26.16642,FALSE,8/24/1943 0:00,,Брестська (Білорусь),
Лунинецький,52.25200,26.80524,Лунинець,raion,"Пінська (""Болото"")",51.01814,26.16642,FALSE,8/24/1943 0:00,,Брестська (Білорусь),
Дорогичинський,52.19095,25.15111,Дорогичин,raion,"Пінська (""Болото"")",51.01814,26.16642,FALSE,8/24/1943 0:00,,Брестська (Білорусь),
"Сарненська (""Лісова Пісня"")",51.33406,26.60859,Сарни,okruga,Поліський,51.01814,26.16642,FALSE,1/1/1942 00:00,,Рівненська,
Сарненський,51.33406,26.60859,Сарни,raion,Сарненський надрайон,51.33406,26.60859,FALSE,1/1/1942 00:00,,Рівненська,
Рокитненський,51.29031,27.20517,Рокитне,raion,Сарненський надрайон,51.33406,26.60859,FALSE,1/1/1942 00:00,,Рівненська,
Дубровицький,51.56438,26.56093,Дубровиця,raion,Дубровицький надрайон,51.56438,26.56093,FALSE,1/1/1942 00:00,,Рівненська,
Володимирецький,51.42553,26.13400,Володимирець,raion,Дубровицький надрайон,51.33406,26.56093,FALSE,1/1/1942 00:00,,Рівненська,
Рафалівський,51.31075,25.99217,Рафалівка,raion,Дубровицький надрайон,51.33406,26.56093,FALSE,1/1/1942 00:00,,Рівненська,
"Костопільська (""Долина"")",50.87451,26.45138,Костопіль,okruga,Поліський,51.01814,26.16642,FALSE,1/1/1942 00:00,,Рівненська,
"Костопільський (""Калина"")",50.87451,26.45138,Костопіль,raion,Костопільський надрайон,50.87451,26.45138,FALSE,1/1/1942 00:00,,Рівненська,
"Березнівський (""Берег"")",51.00310,26.73503,Березне,raion,Костопільський надрайон,50.87451,26.45138,FALSE,1/1/1942 00:00,,Рівненська,
"Стиденський (""Камінь"")",51.04703,26.16787,Великий Стидин,raion,Костопільський надрайон,50.87451,26.45138,FALSE,1/1/1942 00:00,,Рівненська,
"Степанський (""Керч"")",51.13658,26.30725,Степань,raion,Костопільський надрайон,50.87451,26.45138,FALSE,1/1/1942 00:00,,Рівненська,
"Деражненський (""Лісний"")",50.86381,26.04270,Деражне,raion,Костопільський надрайон,50.87451,26.45138,FALSE,1/1/1942 00:00,,Рівненська,
Олевський,51.23163,27.65593,Олевськ,raion,Сарненський надрайон,51.33406,26.60859,FALSE,1/1/1942 00:00,,Житомирська,
Закарпатська,48.41839,22.55772,Великі Лучки,oblast,Провід ОУН,,,TRUE,1/1/1942 00:00,Створений у 1940 р. Отримував вказівки від осередку ОУН в Братиславі,Закарпатська,
Буковинська,48.30173,25.94295,Чернівці,oblast,"Крайовий провід ОУН ""Галичина""",49.83554,24.00948,FALSE,1/1/1942 00:00,,Чернівецька,
Чернівецький міський провід,48.30173,25.94295,Чернівці,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1942 00:00,,Чернівецька,
Кременецька,50.10282,25.73327,Кременець,okruga,Рівненський обласний провід,50.62306,26.22596,FALSE,1/1/1942 00:00,,Тернопільська,
Рівненська,50.62306,26.22596,Рівне,oblast,Крайовий провід ОУН на ПЗУЗ,,,TRUE,1/1/1942 00:00,,Рівненська,
Катербурзький,50.00523,25.88076,Катеринівка,raion,Бережцівський надрайон,50.09651,25.60300,FALSE,1/1/1942 00:00,,Тернопільська,
Угорський,50.15604,25.89485,Угорськ,raion,Шумський надрайон,50.11764,26.11556,FALSE,1/1/1942 00:00,,Тернопільська,
Бережцівський,50.09651,25.60300,Великі Бережці,raion,Бережцівський надрайон,50.09651,25.60300,FALSE,1/1/1942 00:00,,Тернопільська,
Лановецький,49.87560,26.08705,Ланівці,raion,Лановецький надрайон,49.87560,26.08705,FALSE,1/1/1942 00:00,,Тернопільська,
Білозірський,49.76627,26.17460,Білозірка,raion,Лановецький надрайон,49.87560,26.08705,FALSE,1/1/1942 00:00,,Тернопільська,
Олексинецький,49.83634,25.54937,Старий Олексинець,raion,Вишнівецький надрайон,49.90821,25.73786,FALSE,1/1/1942 00:00,,Тернопільська,
Заруддівський,49.78809,25.73075,Заруддя,raion,Вишнівецький надрайон,49.90821,25.73786,FALSE,1/1/1942 00:00,,Тернопільська,
Вишнівецький,49.90821,25.73786,Вишнівець,raion,Вишнівецький надрайон,49.90821,25.73786,FALSE,1/1/1942 00:00,,Тернопільська,
Шумський,50.11764,26.11556,Шумськ,raion,Шумський надрайон,50.11764,26.11556,FALSE,1/1/1942 00:00,,Тернопільська,
Почаїв,50.00645,25.50393,Почаїв,raion,Бережцівський надрайон,50.09651,25.60300,FALSE,1/1/1942 00:00,,Тернопільська,
Дедеркальський,50.02565,26.11932,Великі Дедеркали,raion,Шумський надрайон,50.11764,26.11556,FALSE,1/1/1942 00:00,,Тернопільська,
Вишгородський,49.76587,25.97214,Вишгородок,raion,Лановецький надрайон,49.87560,26.08705,FALSE,1/1/1942 00:00,,Тернопільська,
Кременецький (сільський),50.10282,25.73327,Кременець,raion,Бережцівський надрайон,50.09651,25.60300,FALSE,1/1/1942 00:00,,Тернопільська,
Кременецький (міський),50.10282,25.73327,Кременець,raion,Бережцівський надрайон,50.09651,25.60300,FALSE,1/1/1942 00:00,,Тернопільська,
Дубенська,50.41797,25.74090,Дубно,okruga,Рівненський обласний провід,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Дубенський (сільський),50.41797,25.74090,Дубно,raion,Дубенський надрайон,50.41797,25.74090,FALSE,1/1/1942 00:00,,Рівненська,
Дубенський (міський),50.41797,25.74090,Дубно,raion,Дубенський надрайон,50.41797,25.74090,FALSE,1/1/1942 00:00,,Рівненська,
Демидівський,50.43122,25.33433,Демидівка,raion,Дубенський надрайон,50.41797,25.74090,FALSE,1/1/1942 00:00,,Рівненська,
Млинівський,50.52097,25.59112,Млинів,raion,Дубенський надрайон,50.41797,25.74090,FALSE,1/1/1942 00:00,,Рівненська,
Козинський,50.26894,25.46449,Козин,raion,Дубенський надрайон,50.41797,25.74090,FALSE,1/1/1942 00:00,,Рівненська,
Вербський,50.27712,25.60350,Верба,raion,Дубенський надрайон,50.41797,25.74090,FALSE,1/1/1942 00:00,,Рівненська,
Радивилівський,50.13362,25.25939,Радивилів,raion,Дубенський надрайон,50.41797,25.74090,FALSE,1/1/1942 00:00,,Рівненська,
Рівненська,50.62306,26.22596,Рівне,okruga,Рівненський обласний провід,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Рівненський,50.62306,26.22596,Рівне,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Клеванський,50.74842,26.00527,Клевань,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Олександрійський,50.73510,26.345894,Олександрія,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Тучинський,50.70600,26.57590,Тучин,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Межиріцький,50.65958,26.86123,Великі Межирічі,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Корецький,50.62575,27.16433,Корець,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Рівненський (місто),50.62306,26.22596,Рівне,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Гощанський,50.59724,26.67843,Гоща,raion,Рівненський надрайон,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Здолбунівський (місто),50.51761,26.24613,Здолбунів,raion,Здолбунівський надрайон,50.51761,26.24613,FALSE,1/1/1942 00:00,,Рівненська,
Здолбунівський,50.49780,26.25423,Здовбиця,raion,Здолбунівський надрайон,50.51761,26.24613,FALSE,1/1/1942 00:00,,Рівненська,
Мізоцький,50.40344,26.13637,Мізоч,raion,Здолбунівський надрайон,50.51761,26.24613,FALSE,1/1/1942 00:00,,Рівненська,
Острозький,50.33270,26.51622,Острог,raion,Здолбунівський надрайон,50.51761,26.24613,FALSE,1/1/1942 00:00,,Рівненська,
Здолбунівський,50.51761,26.24613,Здолбунів,nadraion,Рівненська оуруга,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Рівненський,50.62306,26.22596,Рівне,nadraion,Рівненська оуруга,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Дубенський,50.41797,25.74090,Дубно,nadraion,Рівненська оуруга,50.62306,26.22596,FALSE,1/1/1942 00:00,,Рівненська,
Бережцівський,50.09651,25.60300,Великі Бережці,nadraion,Кременецька округа,50.10282,25.73327,FALSE,1/1/1942 00:00,,Тернопільська,
Вишнівецький,49.90727,25.73820,Вишнівець,nadraion,Кременецька округа,50.10282,25.73327,FALSE,1/1/1942 00:00,,Тернопільська,
Лановецький,49.87748,26.08259,Ланівці,nadraion,Кременецька округа,50.10282,25.73327,FALSE,1/1/1942 00:00,,Тернопільська,
Шумський,50.11940,26.11255,Шумськ,nadraion,Кременецька округа,50.10282,25.73327,FALSE,1/1/1942 00:00,,Тернопільська,
Луцький,50.74388,25.31760,Луцьк,nadraion,Луцька округа,50.74388,25.31760,FALSE,1/1/1942 00:00,,Волинська,
Теремнівський,50.76073,25.38448,Теремне,nadraion,Луцька округа,50.74388,25.31760,FALSE,1/1/1942 00:00,,Волинська,
Камінь-Каширський,51.63090,24.96583,Камінь-Каширський,nadraion,"Ковельська (""Говерла"", ""Крим-Кавказ"")",51.21991,24.68703,FALSE,1/1/1942 00:00,,Волинська,
Ковельський,51.21991,24.68703,Ковель,nadraion,"Ковельська (""Говерла"", ""Крим-Кавказ"")",51.21991,24.68703,FALSE,1/1/1942 00:00,,Волинська,
Любомльський,51.22832,24.02093,Любомль,nadraion,"Ковельська (""Говерла"", ""Крим-Кавказ"")",51.21991,24.68703,FALSE,1/1/1942 00:00,,Волинська,
Володимирський,50.85770,24.31420,Володимир-Волинський,nadraion,Володимирська округа,50.74388,25.31760,FALSE,1/1/1942 00:00,,Волинська,
Горохівський,50.49854,24.75530,Горохів,nadraion,Володимирська округа,50.74388,25.31760,FALSE,1/1/1942 00:00,,Волинська,
Сарненський,51.33577,26.60877,Сарни,nadraion,"Сарненська (""Лісова Пісня"")",51.33577,26.60877,FALSE,1/1/1942 00:00,,Рівненська,
Дубровицький,51.58006,26.56591,Дубровиця,nadraion,"Сарненська (""Лісова Пісня"")",51.33577,26.60877,FALSE,1/1/1942 00:00,,Рівненська,
Костопільський,50.88393,26.43971,Костопіль,nadraion,Костопільська округа,50.88393,26.43971,FALSE,1/1/1942 00:00,,Рівненська,
Вашківецький,48.38098,25.49870,Вашківці,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1943 00:00,,Чернівецька,
Вижницький,48.24454,25.18353,Вижниця,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1943 00:00,,Чернівецька,
Заставнівський,48.52776,25.84081,Заставна,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1943 00:00,,Чернівецька,
Сторожинецький,48.16026,25.70291,Сторожинець,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1943 00:00,,Чернівецька,
Садгірський,48.34512,25.97269,Садгора,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1943 00:00,,Чернівецька,
Кіцманський,48.43912,25.76488,Кіцмань,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1943 00:00,,Чернівецька,
Станіславський,48.91769,24.70717,Івано-Франківськ,oblast,Галицький крайовий провід ОУН,49.83421,24.01532,FALSE,1/1/1942 00:00,Створений у квітні 1940 р.,Івано-Франківська,
Станіславський (міський № 1) Майзлі,48.91678,24.73288,Івано-Франківськ,raion,Станіславська округа,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Станіславський (міський № 2) Гірка,48.92958,24.72793,Івано-Франківськ,raion,Станіславська округа,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Станіславський (міський № 3) Княгинин,48.93459,24.71460,Івано-Франківськ,raion,Станіславська округа,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Станіславський (міський № 4) Бельвидер,48.92527,24.70488,Івано-Франківськ,raion,Станіславська округа,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Ямницький № 2,48.97943,24.71038,Ямниця,raion,Станіславський повіт,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Хотинський,48.51160,26.48862,Хотин,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1943 00:00,,Чернівецька,
Чернівецький (сільський),48.30173,25.94295,Чернівці,raion,Буковинський обласний провід ОУН,48.30173,25.94295,FALSE,1/1/1942 00:00,,Чернівецька,
Угорницький № 1,48.91773,24.76143,Угорники,raion,Станіславський повіт,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Черніївський № 3,48.85464,24.71591,Черніївський,raion,Станіславський повіт,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Лисецький № 4,48.86927,24.61163,Лисеця,raion,Станіславський повіт,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Богородчанський № 5,48.80929,24.53458,Богородчани,raion,Станіславський повіт,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Станіславський,48.91769,24.70717,Івано-Франківськ,povit,Станіславська округа,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Станіславська,48.91769,24.70717,Івано-Франківськ,okruga,Станіславська область,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Галицький,49.83576,24.73313,Галич,povit,Станіславська округа,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
1-й (Лівобережний),49.12059,24.73313,Галич,raion,Галицький повіт,49.12059,24.73313,FALSE,1/1/1943 00:00,Лівобережжя р. Лимниця,Івано-Франківська,
2-й (Правобережний),49.11004,24.62765,Блюдники,raion,Галицький повіт,49.12059,24.73313,FALSE,1/1/1943 00:00,Правобережжя р. Лимниця,Івано-Франківська,
3-й (Єзупільський),49.04450,24.77972,Єзупіль,raion,Галицький повіт,49.12059,24.73313,FALSE,1/1/1943 00:00,,Івано-Франківська,
Тлумацький,48.86473,24.99223,Тлумач,povit,Станіславська округа,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Тлумацький,48.86473,24.99223,Тлумач,raion,Тлумацький повіт,48.86473,24.99223,FALSE,1/1/1943 00:00,,Івано-Франківська,
Отинійський № 2,48.74176,24.84560,Тисмениця,raion,Тлумацький повіт,48.86473,24.99223,FALSE,1/1/1943 00:00,,Івано-Франківська,
Тисменицький,48.90886,25.17154,Обертин,raion,Тлумацький повіт,48.86473,24.99223,FALSE,1/1/1943 00:00,,Івано-Франківська,
Городенківський,48.67234,25.48854,Городенка,povit,Коломийська округа,48.53829,25.05110,FALSE,1/1/1943 00:00,,Івано-Франківська,
Городенківський,48.67234,25.48854,Городенка,raion,Городенківський повіт,48.67234,25.48854,FALSE,1/1/1943 00:00,,Івано-Франківська,
Чорнолізький,48.83433,24.89763,Чорнолізці,raion,Городенківський повіт,48.67234,25.48854,FALSE,1/1/1943 00:00,,Івано-Франківська,
Обертинський,48.69244,24.84864,Отинія,raion,Городенківський повіт,48.67234,25.48854,FALSE,1/1/1943 00:00,,Івано-Франківська,
Гвіздецький,48.57689,25.27707,Гвіздець,raion,Городенківський повіт,48.67234,25.48854,FALSE,1/1/1943 00:00,,Івано-Франківська,
Коломийська,48.53829,25.05110,Коломия,okruga,Станіславська область,48.91769,24.70717,FALSE,1/1/1943 00:00,,Івано-Франківська,
Коломийський,48.53829,25.05110,Коломия,povit,Коломийська округа,48.53829,25.05110,FALSE,1/1/1942 00:00,,Івано-Франківська,
Коломийський (міський),48.53829,25.05110,Коломия,raion,Коломийський повіт,48.53829,25.05110,FALSE,1/1/1942 00:00,,Івано-Франківська,
Коломийський (сільський),48.53829,25.05110,Коломия,raion,Коломийський повіт,48.53829,25.05110,FALSE,1/1/1942 00:00,,Івано-Франківська,
Печеніжинський,48.51524,24.88617,Печеніжин,raion,Коломийський повіт,48.53829,25.05110,FALSE,1/1/1942 00:00,,Івано-Франківська,
Коршівський,48.66115,25.01662,Коршів,raion,Коломийський повіт,48.53829,25.05110,FALSE,1/1/1942 00:00,,Івано-Франківська,
